Fecha,Strike,Buy_price_call,Sell_price_call,Buy_price_put,Sell_price_put,T,Precio_call,Precio_put
2024-05-03,10750.0,279.0,319.0,13.0,21.0,0.0246406570841889,299.0,17.0
2024-05-03,10775.0,259.0,299.0,16.0,24.0,0.0246406570841889,279.0,20.0
2024-05-03,10800.0,238.0,278.0,20.0,28.0,0.0246406570841889,258.0,24.0
2024-05-03,10825.0,220.0,250.0,23.0,35.0,0.0246406570841889,235.0,29.0
2024-05-03,10850.0,201.0,231.0,28.0,40.0,0.0246406570841889,216.0,34.0
2024-05-03,10875.0,181.0,211.0,33.0,45.0,0.0246406570841889,196.0,39.0
2024-05-03,10900.0,163.0,193.0,39.0,51.0,0.0246406570841889,178.0,45.0
2024-05-03,10925.0,145.0,175.0,44.0,62.0,0.0246406570841889,160.0,53.0
2024-05-03,10950.0,130.0,160.0,52.0,70.0,0.0246406570841889,145.0,61.0
2024-05-03,10975.0,113.0,143.0,60.0,78.0,0.0246406570841889,128.0,69.0
2024-05-03,11000.0,97.0,127.0,70.0,88.0,0.0246406570841889,112.0,79.0
2024-05-03,11025.0,90.0,108.0,81.0,99.0,0.0246406570841889,99.0,90.0
2024-05-03,11050.0,78.0,96.0,91.0,121.0,0.0246406570841889,87.0,106.0
2024-05-03,11075.0,65.0,83.0,101.0,131.0,0.0246406570841889,74.0,116.0
2024-05-03,11100.0,54.0,72.0,115.0,145.0,0.0246406570841889,63.0,130.0
2024-05-03,11125.0,45.0,63.0,130.0,160.0,0.0246406570841889,54.0,145.0
2024-05-03,11150.0,39.0,51.0,148.0,178.0,0.0246406570841889,45.0,163.0
2024-05-03,11175.0,31.0,43.0,164.0,194.0,0.0246406570841889,37.0,179.0
2024-05-03,11200.0,26.0,38.0,183.0,213.0,0.0246406570841889,32.0,198.0
2024-05-03,11225.0,21.0,33.0,202.0,232.0,0.0246406570841889,27.0,217.0
2024-05-03,11250.0,17.0,25.0,222.0,252.0,0.0246406570841889,21.0,237.0
2024-05-03,11275.0,13.0,21.0,237.0,277.0,0.0246406570841889,17.0,257.0
2024-05-03,11300.0,10.0,18.0,259.0,299.0,0.0246406570841889,14.0,279.0
2024-05-03,11325.0,8.0,13.0,281.0,321.0,0.0246406570841889,10.5,301.0
2024-05-03,11350.0,6.0,11.0,304.0,344.0,0.0246406570841889,8.5,324.0
2024-05-03,11375.0,4.0,9.0,327.0,367.0,0.0246406570841889,6.5,347.0
2024-05-03,11400.0,3.0,8.0,351.0,391.0,0.0246406570841889,5.5,371.0
2024-05-03,11425.0,1.0,6.0,375.0,415.0,0.0246406570841889,3.5,395.0
2024-05-03,11450.0,1.0,6.0,400.0,440.0,0.0246406570841889,3.5,420.0
2024-05-03,11475.0,,5.0,418.0,468.0,0.0246406570841889,5.0,443.0
2024-05-03,11500.0,,5.0,442.0,492.0,0.0246406570841889,5.0,467.0
2024-05-03,11525.0,,5.0,466.0,516.0,0.0246406570841889,5.0,491.0
2024-05-03,11550.0,,5.0,491.0,541.0,0.0246406570841889,5.0,516.0
2024-05-03,11575.0,,5.0,516.0,566.0,0.0246406570841889,5.0,541.0
2024-05-03,11600.0,,5.0,545.0,595.0,0.0246406570841889,5.0,570.0
2024-05-03,11650.0,,5.0,590.0,640.0,0.0246406570841889,5.0,615.0
2024-05-03,11700.0,,5.0,640.0,690.0,0.0246406570841889,5.0,665.0
2024-05-03,11750.0,,5.0,690.0,740.0,0.0246406570841889,5.0,715.0
2024-05-03,11800.0,,5.0,740.0,790.0,0.0246406570841889,5.0,765.0
2024-05-03,11900.0,,5.0,836.0,896.0,0.0246406570841889,5.0,866.0
2024-05-03,12000.0,,5.0,937.0,997.0,0.0246406570841889,5.0,967.0
2024-05-03,12100.0,,5.0,1034.0,1094.0,0.0246406570841889,5.0,1064.0
2024-05-03,12200.0,,5.0,1139.0,1199.0,0.0246406570841889,5.0,1169.0
2024-05-03,12300.0,,5.0,1239.0,1299.0,0.0246406570841889,5.0,1269.0
2024-05-03,12400.0,,5.0,1339.0,1399.0,0.0246406570841889,5.0,1369.0
2024-05-03,12500.0,,5.0,1439.0,1499.0,0.0246406570841889,5.0,1469.0
2024-05-03,12600.0,,5.0,1535.0,1595.0,0.0246406570841889,5.0,1565.0
2024-05-10,8900.0,2109.0,2169.0,,5.0,0.0438056125941136,2139.0,5.0
2024-05-10,9000.0,2008.0,2068.0,,5.0,0.0438056125941136,2038.0,5.0
2024-05-10,9100.0,1908.0,1968.0,,5.0,0.0438056125941136,1938.0,5.0
2024-05-10,9200.0,1806.0,1866.0,,5.0,0.0438056125941136,1836.0,5.0
2024-05-10,9300.0,1706.0,1766.0,,5.0,0.0438056125941136,1736.0,5.0
2024-05-10,9400.0,1610.0,1670.0,,5.0,0.0438056125941136,1640.0,5.0
2024-05-10,9500.0,1509.0,1569.0,,5.0,0.0438056125941136,1539.0,5.0
2024-05-10,9600.0,1407.0,1467.0,,5.0,0.0438056125941136,1437.0,5.0
2024-05-10,9700.0,1307.0,1367.0,,5.0,0.0438056125941136,1337.0,5.0
2024-05-10,9750.0,1260.0,1320.0,,5.0,0.0438056125941136,1290.0,5.0
2024-05-10,9800.0,1210.0,1270.0,,5.0,0.0438056125941136,1240.0,5.0
2024-05-10,9850.0,1163.0,1223.0,,5.0,0.0438056125941136,1193.0,5.0
2024-05-10,9900.0,1108.0,1168.0,,5.0,0.0438056125941136,1138.0,5.0
2024-05-10,9950.0,1061.0,1121.0,,5.0,0.0438056125941136,1091.0,5.0
2024-05-10,10000.0,1009.0,1069.0,,5.0,0.0438056125941136,1039.0,5.0
2024-05-10,10050.0,959.0,1019.0,,5.0,0.0438056125941136,989.0,5.0
2024-05-10,10100.0,912.0,972.0,,5.0,0.0438056125941136,942.0,5.0
2024-05-10,10150.0,860.0,920.0,,5.0,0.0438056125941136,890.0,5.0
2024-05-10,10200.0,813.0,873.0,1.0,6.0,0.0438056125941136,843.0,3.5
